satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
1,3,3,3,1,3,3,Non,13 %,31,M,8161,Marié(e),Commercial,Cadre Commercial,2,10,1,0,Oui,3,2,1,16,4,Marketing,Occasionnel,0,0
4,2,1,1,3,3,3,Non,13 %,29,F,2109,Divorcé(e),Consulting,Assistant de Direction,1,1,1,0,Non,1,2,1,4,3,Entrepreunariat,Occasionnel,0,0
3,4,2,3,3,3,3,Non,16 %,30,M,5294,Marié(e),Consulting,Manager,3,10,7,0,Non,1,3,1,16,3,Infra & Cloud,Occasionnel,1,7
2,3,1,2,2,3,3,Non,14 %,32,M,2718,Célibataire,Consulting,Assistant de Direction,2,12,7,7,Non,0,3,1,5,4,Entrepreunariat,Aucun,0,7
2,1,2,4,3,3,3,Oui,16 %,38,M,5811,Marié(e),Consulting,Manager,3,15,1,0,Non,1,2,1,18,3,Transformation Digitale,Occasionnel,1,0
3,2,1,3,4,3,3,Oui,16 %,43,M,2437,Marié(e),Consulting,Assistant de Direction,9,6,1,0,Oui,1,4,1,17,3,Entrepreunariat,Frequent,0,0
2,3,1,2,2,2,4,Non,22 %,42,M,2766,Divorcé(e),Consulting,Consultant,8,7,5,3,Non,3,6,1,12,3,Transformation Digitale,Occasionnel,0,4
3,2,5,1,2,3,3,Non,12 %,55,M,19038,Marié(e),Consulting,Directeur Technique,8,34,1,0,Non,3,2,1,2,3,Transformation Digitale,Occasionnel,0,0
4,3,2,2,4,2,3,Non,15 %,33,M,3055,Divorcé(e),Consulting,Assistant de Direction,5,11,9,8,Non,2,2,1,4,3,Entrepreunariat,Aucun,1,7
3,3,1,1,2,3,4,Non,20 %,41,M,2289,Divorcé(e),Consulting,Consultant,1,5,5,3,Non,2,2,1,9,4,Infra & Cloud,Occasionnel,0,4
4,3,2,3,3,3,3,Oui,14 %,34,M,4001,Divorcé(e),Commercial,Cadre Commercial,1,15,15,14,Non,1,3,1,10,3,Infra & Cloud,Aucun,0,7
1,2,4,3,4,2,4,Oui,20 %,53,F,12965,Marié(e),Consulting,Tech Lead,4,27,3,2,Non,3,2,1,1,4,Transformation Digitale,Aucun,0,2
2,3,1,4,2,3,3,Non,13 %,43,M,3539,Célibataire,Ressources Humaines,Ressources Humaines,0,10,9,7,Non,0,5,1,2,3,Infra & Cloud,Occasionnel,1,8
4,1,2,4,1,3,3,Non,12 %,34,F,6029,Célibataire,Commercial,Cadre Commercial,5,6,2,2,Non,0,3,1,3,2,Infra & Cloud,Occasionnel,2,2
2,3,1,2,2,3,3,Non,13 %,21,M,2679,Célibataire,Commercial,Représentant Commercial,1,1,1,0,Oui,0,3,1,7,1,Marketing,Occasionnel,1,0
4,2,1,3,2,3,3,Non,11 %,38,F,3702,Marié(e),Consulting,Consultant,1,5,5,4,Non,1,3,1,6,2,Autre,Occasionnel,0,4
3,3,1,1,3,3,3,Oui,17 %,22,F,2398,Marié(e),Consulting,Consultant,1,1,1,0,Oui,0,6,1,8,1,Transformation Digitale,Occasionnel,0,0
1,2,2,4,1,3,3,Non,14 %,31,F,5468,Marié(e),Commercial,Cadre Commercial,1,13,12,7,Non,2,3,1,29,4,Marketing,Occasionnel,5,7
1,3,3,3,4,3,3,Non,11 %,51,F,13116,Marié(e),Consulting,Senior Manager,2,15,2,2,Non,0,2,1,3,3,Entrepreunariat,Occasionnel,2,2
2,2,2,2,1,3,3,Non,14 %,37,M,4189,Marié(e),Commercial,Cadre Commercial,1,5,5,2,Non,2,2,1,9,2,Marketing,Occasionnel,0,3
3,3,5,4,3,3,3,Oui,17 %,46,M,19328,Divorcé(e),Consulting,Directeur Technique,7,24,2,1,Non,1,3,1,2,4,Transformation Digitale,Occasionnel,2,2
4,3,3,1,4,3,3,Oui,13 %,36,M,8321,Marié(e),Consulting,Manager,7,15,12,8,Non,1,1,1,10,3,Infra & Cloud,Occasionnel,5,7
3,3,1,2,3,2,3,Oui,12 %,44,M,2342,Divorcé(e),Consulting,Assistant de Direction,1,6,5,3,Oui,3,2,1,1,2,Transformation Digitale,Frequent,2,3
3,3,2,2,3,2,3,Non,13 %,37,M,4071,Divorcé(e),Ressources Humaines,Ressources Humaines,2,19,10,0,Non,0,4,1,8,2,Autre,Occasionnel,4,7
3,3,2,4,4,3,3,Oui,18 %,35,M,5813,Célibataire,Commercial,Cadre Commercial,1,10,10,7,Oui,0,2,1,27,3,Infra & Cloud,Occasionnel,7,7
4,4,1,1,2,3,3,Non,19 %,33,M,3143,Marié(e),Consulting,Assistant de Direction,6,14,10,8,Non,1,1,1,8,4,Infra & Cloud,Occasionnel,7,6
3,3,1,4,3,4,3,Non,11 %,28,M,2044,Marié(e),Consulting,Assistant de Direction,1,5,5,3,Non,1,6,1,1,3,Infra & Cloud,Occasionnel,0,3
3,3,3,3,3,3,4,Non,21 %,39,M,13464,Célibataire,Consulting,Directeur Technique,7,9,4,3,Non,0,3,1,10,1,Transformation Digitale,Occasionnel,2,2
2,2,2,2,3,3,3,Non,15 %,46,M,7991,Célibataire,Commercial,Cadre Commercial,8,6,2,2,Non,0,3,1,26,2,Infra & Cloud,Aucun,2,2
3,3,1,1,4,2,3,Non,17 %,40,F,3377,Marié(e),Consulting,Consultant,4,7,4,3,Non,1,5,1,2,2,Infra & Cloud,Occasionnel,0,2
2,4,2,1,3,2,3,Non,18 %,42,M,5538,Marié(e),Consulting,Manager,5,10,0,0,Non,2,2,1,13,3,Transformation Digitale,Occasionnel,0,0
2,3,2,4,3,3,3,Non,14 %,35,M,5762,Divorcé(e),Consulting,Tech Lead,2,15,7,7,Non,1,6,1,2,2,Transformation Digitale,Aucun,1,7
1,3,1,2,4,3,3,Non,13 %,38,M,2592,Divorcé(e),Ressources Humaines,Ressources Humaines,5,13,11,10,Non,3,3,1,2,3,Ressources Humaines,Aucun,3,8
4,3,2,1,3,2,3,Non,17 %,34,M,5346,Marié(e),Consulting,Consultant,4,11,7,1,Oui,1,3,1,9,4,Infra & Cloud,Frequent,0,7
4,3,2,1,2,1,3,Non,15 %,37,M,4213,Célibataire,Consulting,Tech Lead,1,10,10,3,Oui,0,4,1,10,4,Transformation Digitale,Occasionnel,0,8
3,3,2,4,4,3,3,Non,18 %,39,M,4127,Divorcé(e),Commercial,Cadre Commercial,2,7,2,1,Non,1,6,1,20,3,Infra & Cloud,Frequent,2,2
1,3,1,3,3,2,3,Non,13 %,43,M,2438,Célibataire,Consulting,Assistant de Direction,4,7,3,2,Non,0,2,1,9,3,Infra & Cloud,Aucun,1,2
2,4,2,2,1,1,3,Non,12 %,41,M,6870,Célibataire,Consulting,Manager,3,11,3,2,Non,0,3,1,5,3,Infra & Cloud,Occasionnel,1,2
3,3,3,3,4,4,3,Oui,13 %,41,F,10447,Divorcé(e),Commercial,Cadre Commercial,0,23,22,14,Non,1,3,1,4,1,Marketing,Occasionnel,13,5
1,3,3,3,2,3,3,Non,14 %,30,F,9667,Célibataire,Consulting,Tech Lead,9,9,7,7,Non,0,3,1,10,3,Transformation Digitale,Occasionnel,0,2
4,3,1,2,3,3,3,Oui,11 %,26,F,2148,Marié(e),Ressources Humaines,Ressources Humaines,0,6,5,1,Oui,0,3,1,20,2,Transformation Digitale,Occasionnel,1,4
4,3,2,2,4,4,4,Non,22 %,46,F,8926,Marié(e),Consulting,Manager,4,13,9,7,Oui,1,2,1,21,2,Transformation Digitale,Occasionnel,3,7
3,3,2,4,4,3,3,Non,17 %,40,F,6513,Divorcé(e),Consulting,Manager,4,12,5,3,Non,1,3,1,1,3,Infra & Cloud,Occasionnel,0,3
2,4,2,3,3,3,4,Non,21 %,34,M,6799,Marié(e),Commercial,Cadre Commercial,1,10,10,8,Non,2,5,1,8,2,Entrepreunariat,Occasionnel,4,8
2,3,4,2,4,2,4,Non,22 %,58,M,16291,Divorcé(e),Commercial,Senior Manager,4,37,16,9,Non,1,0,1,2,3,Transformation Digitale,Aucun,14,14
2,1,1,3,2,4,3,Non,16 %,35,M,2705,Marié(e),Consulting,Consultant,0,6,5,4,Non,1,2,1,23,4,Transformation Digitale,Occasionnel,0,3
3,2,3,2,3,3,3,Oui,12 %,47,F,10333,Divorcé(e),Consulting,Tech Lead,8,28,22,11,Non,1,4,1,4,3,Infra & Cloud,Occasionnel,14,10
2,3,2,1,2,3,3,Non,12 %,40,F,4448,Divorcé(e),Consulting,Manager,2,15,7,4,Non,1,3,1,12,3,Infra & Cloud,Occasionnel,7,7
4,3,2,4,2,2,3,Non,15 %,54,F,6854,Marié(e),Consulting,Assistant de Direction,4,14,7,1,Non,1,2,1,7,4,Transformation Digitale,Occasionnel,1,7
1,3,3,1,4,3,3,Non,14 %,31,F,9637,Marié(e),Commercial,Cadre Commercial,2,9,3,2,Non,2,3,1,7,4,Marketing,Frequent,2,2
3,3,1,1,3,3,4,Non,25 %,28,F,3591,Marié(e),Consulting,Assistant de Direction,1,3,3,2,Non,1,3,1,1,3,Transformation Digitale,Occasionnel,1,2
2,1,2,4,1,2,4,Oui,20 %,38,F,5405,Marié(e),Commercial,Représentant Commercial,2,20,4,2,Non,2,4,1,2,4,Marketing,Occasionnel,0,3
3,3,2,4,1,3,3,Non,13 %,26,M,4684,Célibataire,Commercial,Cadre Commercial,1,5,5,3,Non,0,4,1,10,3,Transformation Digitale,Occasionnel,1,2
1,3,4,3,2,3,3,Oui,14 %,58,M,15787,Marié(e),Consulting,Directeur Technique,2,23,2,2,Non,0,3,1,15,4,Infra & Cloud,Frequent,2,2
2,3,1,3,3,1,3,Non,16 %,18,F,1514,Célibataire,Consulting,Assistant de Direction,1,0,0,0,Non,0,4,1,14,3,Transformation Digitale,Aucun,0,0
4,4,1,1,3,3,3,Non,17 %,31,M,2956,Marié(e),Ressources Humaines,Ressources Humaines,0,2,1,0,Oui,0,4,1,18,5,Ressources Humaines,Occasionnel,0,0
1,2,1,1,4,3,3,Oui,15 %,29,M,2335,Divorcé(e),Ressources Humaines,Ressources Humaines,4,4,2,2,Oui,3,3,1,13,3,Ressources Humaines,Occasionnel,2,0
3,3,2,3,2,4,4,Non,22 %,45,F,5154,Marié(e),Commercial,Cadre Commercial,4,10,8,7,Non,2,3,1,2,4,Infra & Cloud,Aucun,5,7
4,3,2,2,4,3,4,Oui,22 %,36,F,6962,Marié(e),Consulting,Assistant de Direction,4,15,1,0,Non,1,2,1,2,4,Autre,Occasionnel,0,0
1,3,2,4,3,3,4,Non,20 %,43,M,5675,Marié(e),Commercial,Cadre Commercial,1,7,7,7,Non,1,5,1,2,4,Infra & Cloud,Frequent,7,7
4,3,1,4,3,2,3,Oui,14 %,27,F,2379,Célibataire,Consulting,Consultant,0,6,5,4,Non,0,3,1,5,2,Infra & Cloud,Frequent,0,2
4,3,1,4,2,4,3,Non,13 %,29,M,3812,Marié(e),Consulting,Consultant,1,11,11,8,Non,0,3,1,20,1,Transformation Digitale,Frequent,3,10
4,3,2,4,3,4,3,Non,13 %,32,M,4648,Célibataire,Commercial,Cadre Commercial,8,4,0,0,Non,0,2,1,10,4,Marketing,Frequent,0,0
3,3,1,3,2,2,4,Non,22 %,42,M,2936,Marié(e),Consulting,Assistant de Direction,3,10,6,3,Non,2,1,1,10,4,Entrepreunariat,Aucun,3,3
2,3,1,3,3,3,3,Non,12 %,47,F,2105,Célibataire,Consulting,Consultant,4,7,2,2,Non,0,2,1,9,4,Infra & Cloud,Occasionnel,2,0
4,3,3,4,3,2,3,Non,14 %,46,M,8578,Divorcé(e),Consulting,Tech Lead,3,12,9,8,Non,1,4,1,2,2,Infra & Cloud,Occasionnel,4,7
3,3,1,4,2,3,3,Non,15 %,28,M,2706,Divorcé(e),Ressources Humaines,Ressources Humaines,1,3,3,2,Non,1,2,1,1,2,Infra & Cloud,Aucun,2,2
4,1,2,3,4,3,3,Non,17 %,29,M,6384,Divorcé(e),Consulting,Manager,8,11,7,0,Non,2,3,1,29,1,Infra & Cloud,Occasionnel,1,6
4,3,1,3,4,3,3,Non,13 %,42,M,3968,Célibataire,Consulting,Consultant,4,8,0,0,Non,0,3,1,8,3,Infra & Cloud,Occasionnel,0,0
3,2,2,2,3,2,3,Oui,12 %,32,M,9907,Célibataire,Commercial,Cadre Commercial,7,7,2,2,Oui,0,3,1,2,4,Marketing,Occasionnel,2,2
1,4,4,1,4,3,3,Non,12 %,46,F,13225,Divorcé(e),Commercial,Cadre Commercial,2,25,19,17,Non,1,5,1,3,3,Entrepreunariat,Occasionnel,2,8
2,2,2,3,4,3,4,Non,21 %,27,F,3540,Marié(e),Commercial,Représentant Commercial,1,9,9,8,Non,1,5,1,23,1,Transformation Digitale,Occasionnel,5,8
4,2,1,2,4,3,3,Non,11 %,29,M,2804,Marié(e),Ressources Humaines,Ressources Humaines,1,1,1,0,Non,0,3,1,6,1,Transformation Digitale,Occasionnel,0,0
1,2,5,3,4,3,3,Non,13 %,43,F,19392,Marié(e),Consulting,Senior Manager,7,21,16,12,Non,0,2,1,6,3,Transformation Digitale,Occasionnel,6,14
4,2,5,2,4,3,3,Non,12 %,48,M,19665,Marié(e),Consulting,Directeur Technique,4,29,22,10,Non,0,3,1,10,3,Infra & Cloud,Occasionnel,12,9
4,2,1,4,2,2,4,Oui,24 %,29,M,2439,Célibataire,Consulting,Assistant de Direction,1,1,1,0,Oui,0,3,1,24,2,Infra & Cloud,Frequent,1,0
3,3,3,2,3,3,4,Non,21 %,46,F,7314,Marié(e),Commercial,Cadre Commercial,5,14,8,7,Oui,3,2,1,10,3,Infra & Cloud,Occasionnel,0,7
4,2,1,1,4,2,3,Non,19 %,27,F,4774,Marié(e),Consulting,Assistant de Direction,0,8,7,6,Non,1,2,1,15,3,Infra & Cloud,Frequent,7,3
4,3,2,4,2,3,3,Non,14 %,39,M,3902,Divorcé(e),Consulting,Assistant de Direction,8,7,2,2,Non,3,2,1,19,4,Autre,Occasionnel,2,2
2,2,1,4,2,4,4,Non,20 %,55,M,2662,Marié(e),Consulting,Assistant de Direction,8,19,5,2,Non,1,2,1,2,4,Entrepreunariat,Occasionnel,0,4
2,3,1,2,4,3,3,Non,19 %,28,F,2856,Marié(e),Commercial,Représentant Commercial,1,1,1,0,Non,1,3,1,3,3,Transformation Digitale,Occasionnel,0,0
2,3,1,4,3,2,3,Non,13 %,30,M,1081,Célibataire,Commercial,Représentant Commercial,1,1,1,0,Oui,0,3,1,9,3,Transformation Digitale,Occasionnel,0,0
4,3,1,2,1,3,4,Oui,23 %,22,M,2472,Célibataire,Consulting,Assistant de Direction,1,1,1,0,Oui,0,2,1,7,1,Infra & Cloud,Occasionnel,0,0
2,2,2,3,1,3,3,Oui,13 %,36,F,5673,Marié(e),Commercial,Cadre Commercial,1,10,10,9,Non,1,4,1,10,4,Entrepreunariat,Occasionnel,1,7
2,3,2,3,1,3,3,Non,11 %,31,M,4197,Divorcé(e),Consulting,Consultant,1,10,10,8,Non,1,2,1,20,3,Infra & Cloud,Occasionnel,0,2
3,3,3,4,4,3,3,Oui,13 %,34,M,9713,Marié(e),Commercial,Cadre Commercial,2,9,5,3,Non,3,3,1,4,3,Infra & Cloud,Occasionnel,1,0
4,3,1,1,2,3,3,Non,14 %,29,M,2062,Célibataire,Consulting,Consultant,3,11,3,2,Non,0,2,1,7,3,Infra & Cloud,Occasionnel,1,2
4,3,2,1,3,3,4,Oui,22 %,37,M,4284,Marié(e),Consulting,Assistant de Direction,5,16,5,3,Non,1,2,1,7,4,Transformation Digitale,Occasionnel,0,4
4,2,2,2,4,3,3,Oui,11 %,35,F,4788,Marié(e),Consulting,Tech Lead,0,4,3,2,Non,0,2,1,16,2,Autre,Occasionnel,0,2
2,2,2,4,4,2,3,Non,13 %,45,F,5906,Marié(e),Consulting,Tech Lead,0,10,9,8,Non,2,2,1,25,2,Infra & Cloud,Occasionnel,3,8
2,2,2,4,4,2,4,Non,21 %,36,M,3886,Célibataire,Ressources Humaines,Ressources Humaines,1,10,10,1,Non,0,2,1,2,1,Ressources Humaines,Frequent,0,8
1,3,4,1,1,3,3,Non,11 %,40,M,16823,Divorcé(e),Consulting,Senior Manager,2,22,19,7,Non,1,3,1,1,4,Infra & Cloud,Occasionnel,11,16
2,2,1,3,3,2,3,Oui,13 %,26,F,2933,Marié(e),Consulting,Assistant de Direction,1,1,1,0,Non,1,3,1,1,2,Infra & Cloud,Occasionnel,1,0
1,4,2,3,2,2,3,Non,14 %,27,F,6500,Célibataire,Commercial,Cadre Commercial,0,9,8,7,Non,0,5,1,2,2,Transformation Digitale,Occasionnel,0,7
4,3,4,4,2,3,3,Non,11 %,48,F,17174,Divorcé(e),Consulting,Senior Manager,3,24,22,17,Non,1,3,1,22,3,Transformation Digitale,Frequent,4,7
2,4,2,1,4,3,3,Non,15 %,44,M,5033,Marié(e),Consulting,Manager,2,10,2,0,Non,1,5,1,1,4,Infra & Cloud,Occasionnel,2,2
4,1,1,1,2,3,4,Oui,23 %,34,M,2307,Marié(e),Consulting,Assistant de Direction,1,5,5,2,Oui,1,2,1,16,4,Entrepreunariat,Aucun,3,0
1,3,1,4,4,3,3,Non,16 %,56,M,2587,Célibataire,Consulting,Consultant,1,5,4,2,Oui,0,3,1,24,2,Infra & Cloud,Occasionnel,1,0
3,2,2,2,3,1,3,Non,16 %,36,M,5507,Marié(e),Commercial,Cadre Commercial,2,12,4,2,Non,2,1,1,17,2,Marketing,Occasionnel,1,3
3,3,2,2,3,3,4,Non,21 %,41,F,4393,Marié(e),Commercial,Cadre Commercial,5,14,5,4,Non,1,3,1,8,3,Marketing,Occasionnel,1,4
3,3,3,1,2,4,3,Non,13 %,42,M,13348,Marié(e),Consulting,Directeur Technique,9,18,13,7,Non,1,3,1,6,3,Transformation Digitale,Occasionnel,5,7
3,3,2,4,4,3,3,Oui,11 %,31,F,6583,Divorcé(e),Commercial,Cadre Commercial,2,8,5,2,Non,1,2,1,10,2,Transformation Digitale,Occasionnel,1,4
4,2,2,4,3,2,3,Oui,12 %,34,F,8103,Marié(e),Commercial,Cadre Commercial,3,9,4,2,Non,0,3,1,3,1,Transformation Digitale,Occasionnel,0,1
1,4,1,3,2,2,3,Non,12 %,31,F,3978,Divorcé(e),Consulting,Consultant,8,4,2,2,Non,1,0,1,4,3,Transformation Digitale,Occasionnel,2,2
3,4,1,4,1,3,3,Non,18 %,26,M,2544,Marié(e),Consulting,Consultant,0,8,7,7,Non,1,3,1,6,3,Autre,Frequent,7,7
2,3,2,3,3,3,3,Non,12 %,45,M,5399,Célibataire,Consulting,Manager,4,12,4,2,Non,0,3,1,1,4,Transformation Digitale,Frequent,0,3
2,3,2,3,2,2,3,Non,14 %,33,M,5487,Célibataire,Commercial,Cadre Commercial,1,10,10,4,Non,0,2,1,10,4,Marketing,Occasionnel,0,9
3,2,2,4,3,3,3,Oui,12 %,28,M,6834,Marié(e),Commercial,Cadre Commercial,1,7,7,7,Non,1,2,1,1,2,Infra & Cloud,Frequent,0,7
3,4,1,1,4,3,3,Non,17 %,29,M,1091,Célibataire,Commercial,Représentant Commercial,1,1,1,0,Oui,0,3,1,24,3,Entrepreunariat,Frequent,0,0
1,1,2,3,3,3,3,Non,19 %,39,F,5736,Marié(e),Commercial,Cadre Commercial,6,10,3,2,Non,1,1,1,21,4,Infra & Cloud,Aucun,1,2
2,3,1,2,3,2,3,Non,11 %,27,M,2226,Marié(e),Consulting,Assistant de Direction,1,6,5,3,Non,1,3,1,2,4,Entrepreunariat,Occasionnel,1,2
3,2,2,4,2,3,3,Oui,15 %,34,M,5747,Marié(e),Consulting,Assistant de Direction,1,16,15,10,Non,0,3,1,22,4,Autre,Frequent,6,11
4,3,2,3,4,3,3,Oui,11 %,28,F,9854,Célibataire,Commercial,Cadre Commercial,3,6,2,0,Oui,0,0,1,13,2,Marketing,Occasionnel,2,2
3,3,2,2,3,4,3,Non,18 %,47,M,5467,Marié(e),Consulting,Assistant de Direction,8,16,8,7,Non,1,4,1,14,4,Entrepreunariat,Aucun,1,7
4,2,2,1,3,3,3,Non,16 %,56,F,5380,Marié(e),Commercial,Cadre Commercial,4,6,0,0,Non,1,3,1,11,5,Marketing,Occasionnel,0,0
1,3,2,1,4,3,4,Non,25 %,39,M,5151,Marié(e),Consulting,Tech Lead,1,10,10,0,Non,1,3,1,9,2,Transformation Digitale,Occasionnel,7,9
4,2,2,2,3,3,3,Oui,16 %,38,F,2133,Divorcé(e),Consulting,Assistant de Direction,1,20,20,11,Non,1,3,1,8,3,Transformation Digitale,Frequent,0,7
4,3,4,4,3,2,3,Oui,13 %,58,F,17875,Marié(e),Commercial,Senior Manager,4,29,1,0,Non,1,2,1,21,3,Infra & Cloud,Occasionnel,0,0
1,4,1,3,1,3,3,Oui,14 %,32,F,2432,Célibataire,Consulting,Assistant de Direction,3,8,4,1,Oui,0,2,1,5,2,Infra & Cloud,Frequent,0,3
2,3,1,4,4,4,3,Non,19 %,38,M,4771,Divorcé(e),Consulting,Assistant de Direction,2,10,5,2,Non,2,0,1,9,2,Infra & Cloud,Occasionnel,0,3
2,3,5,4,4,3,3,Non,15 %,49,M,19161,Marié(e),Consulting,Directeur Technique,3,28,5,4,Non,0,3,1,2,1,Infra & Cloud,Frequent,4,3
2,3,2,4,3,3,3,Oui,12 %,42,M,5087,Divorcé(e),Commercial,Cadre Commercial,3,14,0,0,Non,2,4,1,12,4,Marketing,Occasionnel,0,0
1,2,1,2,1,3,3,Non,12 %,27,F,2863,Marié(e),Ressources Humaines,Ressources Humaines,1,1,1,0,Oui,0,2,1,22,3,Ressources Humaines,Frequent,0,0
2,3,2,1,4,1,3,Non,16 %,35,M,5561,Marié(e),Commercial,Cadre Commercial,0,6,5,3,Non,1,2,1,18,4,Transformation Digitale,Occasionnel,0,4
3,3,1,3,3,2,3,Non,14 %,28,M,2144,Célibataire,Consulting,Assistant de Direction,1,5,5,3,Non,0,3,1,16,3,Transformation Digitale,Aucun,1,4
3,3,1,1,4,4,3,Oui,13 %,31,M,3065,Divorcé(e),Consulting,Assistant de Direction,1,4,4,2,Non,1,3,1,3,2,Transformation Digitale,Aucun,2,3
1,4,1,2,2,3,4,Non,22 %,36,M,2810,Marié(e),Consulting,Consultant,1,5,5,4,Non,0,3,1,9,4,Infra & Cloud,Aucun,0,2
1,3,3,4,1,2,4,Non,21 %,34,M,9888,Célibataire,Commercial,Cadre Commercial,1,14,14,8,Non,0,3,1,1,3,Marketing,Occasionnel,2,1
4,3,3,3,3,2,3,Non,18 %,34,M,8628,Divorcé(e),Commercial,Cadre Commercial,1,9,8,7,Non,1,2,1,13,4,Transformation Digitale,Occasionnel,1,1
3,3,1,1,4,2,3,Non,13 %,26,M,2867,Célibataire,Consulting,Consultant,0,8,7,7,Non,0,6,1,1,3,Transformation Digitale,Occasionnel,7,6
1,3,2,1,1,2,3,Non,12 %,29,M,5373,Marié(e),Consulting,Manager,0,6,5,3,Non,1,5,1,1,3,Infra & Cloud,Occasionnel,0,2
3,3,2,4,2,3,3,Non,18 %,32,F,6667,Divorcé(e),Consulting,Manager,5,9,5,1,Non,1,6,1,15,4,Transformation Digitale,Aucun,1,2
4,1,2,1,2,3,4,Non,21 %,31,M,5003,Marié(e),Consulting,Assistant de Direction,1,10,10,8,Non,0,6,1,1,3,Infra & Cloud,Frequent,8,7
3,2,1,4,1,2,3,Non,12 %,28,M,2367,Divorcé(e),Consulting,Consultant,5,6,4,1,Oui,1,2,1,17,3,Entrepreunariat,Occasionnel,0,3
1,2,1,1,1,2,3,Non,14 %,38,M,2858,Célibataire,Commercial,Représentant Commercial,4,20,1,0,Non,0,3,1,1,3,Infra & Cloud,Occasionnel,0,0
3,3,2,4,4,3,3,Oui,11 %,35,F,5204,Marié(e),Commercial,Cadre Commercial,1,10,10,8,Non,0,2,1,7,4,Infra & Cloud,Occasionnel,0,9
4,3,2,4,1,3,3,Non,14 %,27,M,4105,Célibataire,Commercial,Cadre Commercial,1,7,7,7,Non,0,5,1,9,3,Marketing,Occasionnel,0,7
4,2,2,4,2,3,4,Non,24 %,32,M,9679,Célibataire,Consulting,Tech Lead,8,8,1,0,Non,0,1,1,5,4,Infra & Cloud,Occasionnel,0,0
1,3,2,4,3,3,3,Oui,11 %,31,M,5617,Marié(e),Commercial,Cadre Commercial,1,10,10,7,Oui,0,4,1,26,4,Marketing,Frequent,0,8
1,3,3,1,2,2,3,Oui,13 %,53,M,10448,Célibataire,Commercial,Cadre Commercial,6,15,2,2,Oui,0,2,1,24,4,Infra & Cloud,Occasionnel,2,2
1,3,2,3,3,2,3,Non,11 %,54,F,2897,Marié(e),Consulting,Assistant de Direction,3,9,4,3,Non,2,6,1,9,2,Infra & Cloud,Occasionnel,2,3
4,3,2,3,3,3,4,Non,20 %,33,M,5968,Divorcé(e),Consulting,Manager,1,9,9,7,Non,3,2,1,7,2,Infra & Cloud,Frequent,2,8
1,3,3,3,2,3,3,Non,17 %,43,M,7510,Marié(e),Consulting,Manager,1,10,10,9,Non,1,1,1,11,3,Infra & Cloud,Occasionnel,0,9
4,3,1,2,2,3,3,Oui,11 %,38,M,2991,Marié(e),Ressources Humaines,Ressources Humaines,0,7,6,2,Non,1,2,1,1,4,Autre,Frequent,1,2
3,4,5,2,1,3,3,Oui,18 %,55,M,19636,Marié(e),Ressources Humaines,Senior Manager,4,35,10,9,Non,1,0,1,26,4,Ressources Humaines,Occasionnel,1,4
4,1,1,4,3,3,3,Oui,11 %,31,F,1129,Divorcé(e),Consulting,Consultant,1,1,1,0,Non,3,4,1,2,1,Transformation Digitale,Occasionnel,0,0
2,3,4,1,1,3,3,Non,12 %,39,M,13341,Célibataire,Commercial,Cadre Commercial,0,21,20,8,Non,0,3,1,15,4,Marketing,Occasionnel,11,10
4,2,2,3,4,3,3,Non,12 %,42,M,4332,Célibataire,Consulting,Assistant de Direction,1,20,20,9,Non,0,2,1,23,2,Infra & Cloud,Aucun,3,7
3,3,3,3,3,4,4,Non,20 %,31,F,11031,Marié(e),Consulting,Directeur Technique,4,13,11,7,Non,1,2,1,10,3,Transformation Digitale,Aucun,4,8
3,3,2,1,4,3,3,Oui,19 %,54,F,4440,Célibataire,Consulting,Tech Lead,6,9,5,2,Non,0,3,1,10,3,Transformation Digitale,Occasionnel,1,4
2,2,2,3,2,2,3,Non,12 %,24,M,4617,Célibataire,Consulting,Manager,1,4,4,3,Non,0,2,1,1,2,Infra & Cloud,Occasionnel,1,2
4,3,1,4,3,4,3,Non,13 %,23,M,2647,Célibataire,Consulting,Consultant,1,5,5,2,Non,0,6,1,12,2,Autre,Occasionnel,1,4
4,3,2,3,1,4,3,Non,11 %,40,F,6323,Marié(e),Consulting,Consultant,1,10,10,9,Non,1,2,1,11,3,Entrepreunariat,Frequent,9,4
2,3,2,2,3,3,3,Non,14 %,40,F,5677,Marié(e),Commercial,Cadre Commercial,3,15,11,8,Non,1,4,1,2,2,Marketing,Occasionnel,5,10
3,3,1,2,3,3,3,Non,14 %,25,F,2187,Marié(e),Ressources Humaines,Ressources Humaines,4,6,2,0,Non,0,3,1,2,3,Ressources Humaines,Occasionnel,1,2
4,3,1,2,3,2,3,Non,13 %,30,M,3748,Marié(e),Consulting,Consultant,1,12,12,8,Non,0,6,1,1,2,Transformation Digitale,Occasionnel,1,7
